441
0	0	6.51293432413e-06	8.63458116107e-06	
0.5	0	0.749998382494	-2.16903119553e-05	
1	0	2.99999829171	6.79431481005e-05	
1.5	0	6.75000624059	0.000105044011158	
2	0	12.0000222291	-8.28786729518e-05	
2.5	0	18.7499594125	0.000135891470588	
3	0	26.9999748577	0.00081291230891	
3.5	0	36.7500685645	0.00090545513032	
4	0	48.0002405331	-0.000629208776879	
4.5	0	60.7497335879	0.000195168642717	
5	0	74.9997548986	0.00408792532295	
5.5	0	90.7503044651	0.00509096736978	
6	0	108.001382288	-0.00275379911085	
6.5	0	126.748851992	-0.00115965582242	
7	0	146.998691023	0.015260055178	
7.5	0	168.750899379	0.0211971494659	
8	0	192.005477061	-0.00865655738307	
8.5	0	216.746767556	-0.00969944060585	
9	0	242.995712205	0.0432420383084	
9.5	0	270.752311008	0.0657175655567	
10	0	300.016563964	-0.0267231726636	
0	0.5	-1.37488514602e-05	0.749997077069	
0.5	0.5	0.750009671765	0.75001370261	
1	0.5	3.00000572074	0.749996686576	
1.5	0.5	6.74997439808	0.749981718431	
2	0.5	11.9999157038	0.750004487642	
2.5	0.5	18.75014475	0.750019944894	
3	0.5	27.0000951506	0.749991691873	
3.5	0.5	36.7497669059	0.749968394542	
4	0.5	47.9991600156	0.749998718864	
4.5	0.5	60.7509046463	0.750043033807	
5	0.5	75.0008455522	0.750040492674	
5.5	0.5	90.7489827333	0.750007937932	
6	0.5	107.99531619	0.749962212045	
6.5	0.5	126.753856783	0.750010787997	
7	0.5	147.004382079	0.750144313286	
7.5	0.5	168.746892079	0.750204392142	
8	0.5	191.981386782	0.750032628798	
8.5	0.5	216.761405997	0.749628867323	
9	0.5	243.014815042	0.749321593879	
9.5	0.5	270.741613915	0.749445375833	
10	0.5	299.941802618	0.750334780555	
0	1	9.15271576232e-05	2.99999690809	
0.5	1	0.749996270484	3.00001043557	
1	1	2.99996356098	2.99997204681	
1.5	1	6.74999339864	2.9999549107	
2	1	12.0000857835	3.00003219615	
2.5	1	18.7499927882	2.99996004729	
